item,itemLabel,politicalPartyLabel,positionHeldLabel,positionEnd,positionStart,militaryRankLabel,militaryRankStart,ismilitaryRankPIT,militaryEnd,nextHighestMilitaryRankLabel,nextLowestMilitaryRankLabel
http://www.wikidata.org/entity/Q1197559,Nikolay Voronov,Communist Party of the Soviet Union,,,,Marshal of the branch,1943-01-10T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q1197559,Nikolay Voronov,Communist Party of the Soviet Union,,,,Chief Marshal,1944-02-21T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q2468507,Pavel Batov,Communist Party of the Soviet Union,,,,General of the army,1955-03-10T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q2468507,Pavel Batov,Communist Party of the Soviet Union,,,,Komdiv,1939-11-04T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q2468507,Pavel Batov,Communist Party of the Soviet Union,,,,colonel,1936-01-01T00:00:00Z,0.0,,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q2468507,Pavel Batov,Communist Party of the Soviet Union,,,,kombrig,1937-08-08T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q2468507,Pavel Batov,Communist Party of the Soviet Union,,,,colonel general,1944-06-29T00:00:00Z,0.0,,General of the Army,lieutenant general
http://www.wikidata.org/entity/Q2468507,Pavel Batov,Communist Party of the Soviet Union,,,,lieutenant general,1940-06-04T00:00:00Z,0.0,,colonel general,major general
http://www.wikidata.org/entity/Q4184375,Vasily Aleksandrovich Zaitsev,Communist Party of the Soviet Union,,,,colonel,1946-01-01T00:00:00Z,0.0,,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q2914828,Yakov Smushkevich,Communist Party of the Soviet Union,,,,Air Force lieutenant general,1940-06-04T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q1957703,Aleksei Alelyukhin,Communist Party of the Soviet Union,,,,senior lieutenant,1942-10-19T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q1957703,Aleksei Alelyukhin,Communist Party of the Soviet Union,,,,major,1944-03-25T00:00:00Z,0.0,,lieutenant colonel,captain
http://www.wikidata.org/entity/Q1957703,Aleksei Alelyukhin,Communist Party of the Soviet Union,,,,sub-lieutenant,1939-11-05T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q1957703,Aleksei Alelyukhin,Communist Party of the Soviet Union,,,,podpolkovnik,1948-04-13T00:00:00Z,0.0,,colonel,major
http://www.wikidata.org/entity/Q1957703,Aleksei Alelyukhin,Communist Party of the Soviet Union,,,,lieutenant,1941-09-08T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q1957703,Aleksei Alelyukhin,Communist Party of the Soviet Union,,,,captain,1943-03-22T00:00:00Z,0.0,,major,senior lieutenant
http://www.wikidata.org/entity/Q1957703,Aleksei Alelyukhin,Communist Party of the Soviet Union,,,,colonel,1950-10-20T00:00:00Z,0.0,,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q1442217,Sergey Denisov,Communist Party of the Soviet Union,,,,Air Force lieutenant general,1940-06-04T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q1442217,Sergey Denisov,Communist Party of the Soviet Union,,,,major,1937-01-01T00:00:00Z,0.0,,lieutenant colonel,captain
http://www.wikidata.org/entity/Q1442217,Sergey Denisov,Communist Party of the Soviet Union,,,,colonel,1937-01-01T00:00:00Z,0.0,,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q1442217,Sergey Denisov,Communist Party of the Soviet Union,,,,Komdiv,1939-08-08T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q1442217,Sergey Denisov,Communist Party of the Soviet Union,,,,kombrig,1938-02-22T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q1442217,Sergey Denisov,Communist Party of the Soviet Union,,,,senior lieutenant,1936-01-01T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q1442217,Sergey Denisov,Communist Party of the Soviet Union,,,,captain,1937-01-01T00:00:00Z,0.0,,major,senior lieutenant
http://www.wikidata.org/entity/Q3498539,Vladimir Alexeyev,Communist Party of the Soviet Union,,,,kontr-admiral,1951-01-27T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q3498539,Vladimir Alexeyev,Communist Party of the Soviet Union,,,,senior lieutenant,1939-10-03T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q3498539,Vladimir Alexeyev,Communist Party of the Soviet Union,,,,captain lieutenant,1941-11-06T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q3498539,Vladimir Alexeyev,Communist Party of the Soviet Union,,,,captain 2nd rank,1944-07-20T00:00:00Z,0.0,,captain 1st rank,Captain 3rd rank
http://www.wikidata.org/entity/Q3498539,Vladimir Alexeyev,Communist Party of the Soviet Union,,,,Captain 3rd rank,1944-01-03T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q3498539,Vladimir Alexeyev,Communist Party of the Soviet Union,,,,lieutenant,1926-03-16T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q3498539,Vladimir Alexeyev,Communist Party of the Soviet Union,,,,captain 1st rank,1947-11-10T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q4125177,Ivan Vorobyov,Communist Party of the Soviet Union,,,,colonel,1956-03-29T00:00:00Z,0.0,,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q4125177,Ivan Vorobyov,Communist Party of the Soviet Union,,,,sergeant,1941-07-01T00:00:00Z,0.0,,,corporal
http://www.wikidata.org/entity/Q3918521,Mikhail Vasilevich Avdeyev,Communist Party of the Soviet Union,,,,colonel,1944-09-10T00:00:00Z,0.0,,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q3918521,Mikhail Vasilevich Avdeyev,Communist Party of the Soviet Union,,,,major,1942-11-19T00:00:00Z,0.0,,lieutenant colonel,captain
http://www.wikidata.org/entity/Q3918521,Mikhail Vasilevich Avdeyev,Communist Party of the Soviet Union,,,,lieutenant,1937-05-24T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q3918521,Mikhail Vasilevich Avdeyev,Communist Party of the Soviet Union,,,,senior lieutenant,1939-11-20T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q3918521,Mikhail Vasilevich Avdeyev,Communist Party of the Soviet Union,,,,Air Force major general,1957-04-06T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q3918521,Mikhail Vasilevich Avdeyev,Communist Party of the Soviet Union,,,,captain,1941-12-07T00:00:00Z,0.0,,major,senior lieutenant
http://www.wikidata.org/entity/Q3918521,Mikhail Vasilevich Avdeyev,Communist Party of the Soviet Union,,,,podpolkovnik,1943-04-26T00:00:00Z,0.0,,colonel,major
http://www.wikidata.org/entity/Q4229548,Ivan Komzin,Communist Party of the Soviet Union,,,,major general,1945-04-10T00:00:00Z,0.0,,lieutenant general,brigadier general
http://www.wikidata.org/entity/Q2707811,Dmitry Lelyushenko,Communist Party of the Soviet Union,,,,kombrig,1940-04-01T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q2707811,Dmitry Lelyushenko,Communist Party of the Soviet Union,,,,major general,1940-06-04T00:00:00Z,0.0,,lieutenant general,brigadier general
http://www.wikidata.org/entity/Q2707811,Dmitry Lelyushenko,Communist Party of the Soviet Union,,,,General of the army,1959-05-08T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q2707811,Dmitry Lelyushenko,Communist Party of the Soviet Union,,,,lieutenant general,1942-01-02T00:00:00Z,0.0,,colonel general,major general
http://www.wikidata.org/entity/Q2707811,Dmitry Lelyushenko,Communist Party of the Soviet Union,,,,colonel general,1944-05-11T00:00:00Z,0.0,,General of the Army,lieutenant general
http://www.wikidata.org/entity/Q2707811,Dmitry Lelyushenko,Communist Party of the Soviet Union,,,,colonel,1938-01-01T00:00:00Z,0.0,,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q4141774,Pavel Golovachyov,Communist Party of the Soviet Union,,,,Air Force major general,1957-01-01T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q982083,Vladimir Kokkinaki,Communist Party of the Soviet Union,,,,Air Force major general,1943-01-01T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q4224222,Aleksandr Klubov,Communist Party of the Soviet Union,,,,captain,1944-01-01T00:00:00Z,0.0,,major,senior lieutenant
http://www.wikidata.org/entity/Q4224222,Aleksandr Klubov,Communist Party of the Soviet Union,,,,sub-lieutenant,1940-01-01T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q2497621,David Dragunsky,Communist Party of the Soviet Union,,,,colonel,1944-04-25T00:00:00Z,0.0,,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q2497621,David Dragunsky,Communist Party of the Soviet Union,,,,podpolkovnik,1942-10-06T00:00:00Z,0.0,,colonel,major
http://www.wikidata.org/entity/Q2497621,David Dragunsky,Communist Party of the Soviet Union,,,,captain,1941-07-01T00:00:00Z,0.0,,major,senior lieutenant
http://www.wikidata.org/entity/Q2497621,David Dragunsky,Communist Party of the Soviet Union,,,,lieutenant,1936-01-01T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q2497621,David Dragunsky,Communist Party of the Soviet Union,,,,senior lieutenant,1938-11-04T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q2497621,David Dragunsky,Communist Party of the Soviet Union,,,,major,1942-01-01T00:00:00Z,0.0,,lieutenant colonel,captain
http://www.wikidata.org/entity/Q2682193,Vasily Senko,Communist Party of the Soviet Union,,,,Unterleutnant,1941-06-01T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q2469682,Andrey Kravchenko,Communist Party of the Soviet Union,,,,major,1936-01-01T00:00:00Z,0.0,,lieutenant colonel,captain
http://www.wikidata.org/entity/Q2469682,Andrey Kravchenko,Communist Party of the Soviet Union,,,,colonel,1939-01-01T00:00:00Z,0.0,,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q2912419,Nikolai Chelnokov,Communist Party of the Soviet Union,,,,Air Force major general,1949-01-01T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q4182966,Avraami Zavenyagin,Communist Party of the Soviet Union,,,,lieutenant general,1945-07-09T00:00:00Z,0.0,,colonel general,major general
http://www.wikidata.org/entity/Q4338013,Mikoła Aslikoŭski,Communist Party of the Soviet Union,,,,lieutenant general,1943-11-13T00:00:00Z,0.0,,colonel general,major general
http://www.wikidata.org/entity/Q4177482,Vasily Yefremov,Communist Party of the Soviet Union,,,,podpolkovnik,1948-01-01T00:00:00Z,0.0,,colonel,major
http://www.wikidata.org/entity/Q981449,Ivan Isakov,Communist Party of the Soviet Union,,,,Admiral of the Fleet of the Soviet Union,1955-03-03T00:00:00Z,0.0,,Generalissimus of the Soviet Union,Admiral of the fleet (USSR)
http://www.wikidata.org/entity/Q2392075,Oleksiy Fedorov,Communist Party of the Soviet Union,,,,major general,1943-04-01T00:00:00Z,0.0,,lieutenant general,brigadier general
http://www.wikidata.org/entity/Q4175336,Amo Sergeevich Elyan,Communist Party of the Soviet Union,,,,major general,1944-11-18T00:00:00Z,0.0,,lieutenant general,brigadier general
http://www.wikidata.org/entity/Q2622084,Sydir Kovpak,Communist Party of the Soviet Union,,,,major general,1943-04-01T00:00:00Z,0.0,,lieutenant general,brigadier general
http://www.wikidata.org/entity/Q3913234,Ivan Polbin,Communist Party of the Soviet Union,,,,Air Force major general,1943-10-25T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q107094326,Michail Michailovič Dagajev,Communist Party of the Soviet Union,,,,major,1945-01-01T00:00:00Z,1.0,,lieutenant colonel,captain
http://www.wikidata.org/entity/Q4243120,Vladimir Kryukov,Communist Party of the Soviet Union,,,,major general,1940-06-04T00:00:00Z,0.0,,lieutenant general,brigadier general
http://www.wikidata.org/entity/Q4243120,Vladimir Kryukov,Communist Party of the Soviet Union,,,,lieutenant general,1943-10-16T00:00:00Z,0.0,,colonel general,major general
http://www.wikidata.org/entity/Q4372281,Vitaly Popkov,Communist Party of the Soviet Union,,,,colonel,1953-12-20T00:00:00Z,0.0,,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q4372281,Vitaly Popkov,Communist Party of the Soviet Union,,,,major,1948-08-14T00:00:00Z,0.0,,lieutenant colonel,captain
http://www.wikidata.org/entity/Q4372281,Vitaly Popkov,Communist Party of the Soviet Union,,,,podpolkovnik,1951-06-13T00:00:00Z,0.0,,colonel,major
http://www.wikidata.org/entity/Q4372281,Vitaly Popkov,Communist Party of the Soviet Union,,,,Air Force major general,1958-02-18T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q4372281,Vitaly Popkov,Communist Party of the Soviet Union,,,,sub-lieutenant,1943-03-10T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q4372281,Vitaly Popkov,Communist Party of the Soviet Union,,,,senior lieutenant,1943-11-13T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q4372281,Vitaly Popkov,Communist Party of the Soviet Union,,,,sergeant,1941-09-01T00:00:00Z,0.0,,,corporal
http://www.wikidata.org/entity/Q4372281,Vitaly Popkov,Communist Party of the Soviet Union,,,,lieutenant,1943-08-04T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q4372281,Vitaly Popkov,Communist Party of the Soviet Union,,,,captain,1944-06-30T00:00:00Z,0.0,,major,senior lieutenant
http://www.wikidata.org/entity/Q21096840,Vladimir Drozdov,Communist Party of the Soviet Union,,,,kontr-admiral,1951-11-03T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q4402591,Vasily Ryazanov,Communist Party of the Soviet Union,,,,Air Force lieutenant general,1943-03-17T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q4402591,Vasily Ryazanov,Communist Party of the Soviet Union,,,,Air Force major general,1942-03-27T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q60828477,Aleksey Shchelakovskiy,Communist Party of the Soviet Union,,,,lieutenant general,1945-07-11T00:00:00Z,0.0,,colonel general,major general
http://www.wikidata.org/entity/Q108540795,Konstantin Zhuravlyov,Communist Party of the Soviet Union,,,,major general,1944-01-01T00:00:00Z,0.0,,lieutenant general,brigadier general
http://www.wikidata.org/entity/Q109328472,Maxim Chibisov,Communist Party of the Soviet Union,,,,colonel,1944-06-01T00:00:00Z,0.0,,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q109328472,Maxim Chibisov,Communist Party of the Soviet Union,,,,Air Force major general,1955-08-01T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q15070531,Nikolay Krisanov,Communist Party of the Soviet Union,,,,major general,1943-01-01T00:00:00Z,0.0,,lieutenant general,brigadier general
http://www.wikidata.org/entity/Q4493995,Mikhail Fedorov,Communist Party of the Soviet Union,,,,lieutenant colonel,1942-09-14T00:00:00Z,0.0,,colonel,major
http://www.wikidata.org/entity/Q4493995,Mikhail Fedorov,Communist Party of the Soviet Union,,,,captain,1941-02-14T00:00:00Z,0.0,,major,senior lieutenant
http://www.wikidata.org/entity/Q4493995,Mikhail Fedorov,Communist Party of the Soviet Union,,,,major general,1954-05-31T00:00:00Z,0.0,,lieutenant general,brigadier general
http://www.wikidata.org/entity/Q4493995,Mikhail Fedorov,Communist Party of the Soviet Union,,,,major,1941-12-30T00:00:00Z,0.0,,lieutenant colonel,captain
http://www.wikidata.org/entity/Q4493995,Mikhail Fedorov,Communist Party of the Soviet Union,,,,colonel,1944-02-22T00:00:00Z,0.0,,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q4245011,Mikhail Vasilyevich Kuznetsov,Communist Party of the Soviet Union,,,,podpolkovnik,1943-10-15T00:00:00Z,0.0,,colonel,major
http://www.wikidata.org/entity/Q4245011,Mikhail Vasilyevich Kuznetsov,Communist Party of the Soviet Union,,,,lieutenant,1936-03-14T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q4245011,Mikhail Vasilyevich Kuznetsov,Communist Party of the Soviet Union,,,,colonel,1945-06-04T00:00:00Z,0.0,,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q4245011,Mikhail Vasilyevich Kuznetsov,Communist Party of the Soviet Union,,,,senior lieutenant,1938-03-20T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q4245011,Mikhail Vasilyevich Kuznetsov,Communist Party of the Soviet Union,,,,major,1941-12-25T00:00:00Z,0.0,,lieutenant colonel,captain
http://www.wikidata.org/entity/Q4245011,Mikhail Vasilyevich Kuznetsov,Communist Party of the Soviet Union,,,,Air Force major general,1959-05-25T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q4245011,Mikhail Vasilyevich Kuznetsov,Communist Party of the Soviet Union,,,,captain,1940-09-11T00:00:00Z,0.0,,major,senior lieutenant
http://www.wikidata.org/entity/Q4491602,Mikhail Fomichyov,Communist Party of the Soviet Union,,,,lieutenant,1937-11-07T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q4491602,Mikhail Fomichyov,Communist Party of the Soviet Union,,,,senior lieutenant,1940-11-05T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q4491602,Mikhail Fomichyov,Communist Party of the Soviet Union,,,,major,1942-05-02T00:00:00Z,0.0,,lieutenant colonel,captain
http://www.wikidata.org/entity/Q4491602,Mikhail Fomichyov,Communist Party of the Soviet Union,,,,podpolkovnik,1942-09-26T00:00:00Z,0.0,,colonel,major
http://www.wikidata.org/entity/Q4491602,Mikhail Fomichyov,Communist Party of the Soviet Union,,,,captain,1941-06-01T00:00:00Z,0.0,,major,senior lieutenant
http://www.wikidata.org/entity/Q4491602,Mikhail Fomichyov,Communist Party of the Soviet Union,,,,colonel,1944-02-21T00:00:00Z,0.0,,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q4424154,Zakhar Slyusarenko,Communist Party of the Soviet Union,,,,senior lieutenant,1938-09-01T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q4424154,Zakhar Slyusarenko,Communist Party of the Soviet Union,,,,podpolkovnik,1942-08-04T00:00:00Z,0.0,,colonel,major
http://www.wikidata.org/entity/Q4424154,Zakhar Slyusarenko,Communist Party of the Soviet Union,,,,colonel,1943-12-15T00:00:00Z,0.0,,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q4424154,Zakhar Slyusarenko,Communist Party of the Soviet Union,,,,major,1941-01-01T00:00:00Z,0.0,,lieutenant colonel,captain
http://www.wikidata.org/entity/Q4424154,Zakhar Slyusarenko,Communist Party of the Soviet Union,,,,captain,1938-12-11T00:00:00Z,0.0,,major,senior lieutenant
http://www.wikidata.org/entity/Q4402425,Yekaterina Ryabova,Communist Party of the Soviet Union,,,,senior lieutenant,1943-01-01T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q4256472,Semion Levin,Communist Party of the Soviet Union,,,,podpolkovnik,1942-06-01T00:00:00Z,0.0,,colonel,major
http://www.wikidata.org/entity/Q4256472,Semion Levin,Communist Party of the Soviet Union,,,,major,1940-01-01T00:00:00Z,0.0,,lieutenant colonel,captain
http://www.wikidata.org/entity/Q4256472,Semion Levin,Communist Party of the Soviet Union,,,,captain,1936-03-01T00:00:00Z,0.0,,major,senior lieutenant
http://www.wikidata.org/entity/Q4256472,Semion Levin,Communist Party of the Soviet Union,,,,colonel,1943-01-01T00:00:00Z,0.0,,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q4258850,Viktor Leonov,Communist Party of the Soviet Union,,,,captain 2nd rank,1952-01-01T00:00:00Z,0.0,,captain 1st rank,Captain 3rd rank
http://www.wikidata.org/entity/Q17046045,Robert Brichenok,Communist Party of the Soviet Union,,,,lieutenant general,1945-04-20T00:00:00Z,1.0,,colonel general,major general
http://www.wikidata.org/entity/Q4152605,Iosif Gusakovsky,Communist Party of the Soviet Union,,,,colonel,1944-02-21T00:00:00Z,0.0,,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q4152605,Iosif Gusakovsky,Communist Party of the Soviet Union,,,,major,1942-01-01T00:00:00Z,0.0,,lieutenant colonel,captain
http://www.wikidata.org/entity/Q4152605,Iosif Gusakovsky,Communist Party of the Soviet Union,,,,captain,1941-01-01T00:00:00Z,0.0,,major,senior lieutenant
http://www.wikidata.org/entity/Q4152605,Iosif Gusakovsky,Communist Party of the Soviet Union,,,,senior lieutenant,1941-01-01T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q4152605,Iosif Gusakovsky,Communist Party of the Soviet Union,,,,podpolkovnik,1942-11-04T00:00:00Z,0.0,,colonel,major
http://www.wikidata.org/entity/Q4152605,Iosif Gusakovsky,Communist Party of the Soviet Union,,,,colonel general,1960-05-07T00:00:00Z,0.0,,General of the Army,lieutenant general
http://www.wikidata.org/entity/Q4152605,Iosif Gusakovsky,Communist Party of the Soviet Union,,,,lieutenant,1936-01-01T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q29865117,Vladimir Ivanov,Communist Party of the Soviet Union,,,,vice admiral,1956-11-26T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q29865117,Vladimir Ivanov,Communist Party of the Soviet Union,,,,counter admiral,1949-05-11T00:00:00Z,0.0,,vice admiral,
http://www.wikidata.org/entity/Q4267909,Sergey Lugansky,Communist Party of the Soviet Union,,,,Air Force major general,1957-01-01T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q21643478,"Nikolaev, Andrey Semyonovich",Communist Party of the Soviet Union,,,,corps commissar,1939-02-09T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q4464235,Kuz'ma Trubnikov,Communist Party of the Soviet Union,,,,colonel general,1945-01-01T00:00:00Z,1.0,,General of the Army,lieutenant general
http://www.wikidata.org/entity/Q4416810,Volodymyr Sergeev,Communist Party of the Soviet Union,,,,captain,1944-03-07T00:00:00Z,0.0,,major,senior lieutenant
http://www.wikidata.org/entity/Q4309642,Vasily Ilyich Mykhlik,Communist Party of the Soviet Union,,,,colonel,1953-01-01T00:00:00Z,0.0,,brigadier,lieutenant colonel
http://www.wikidata.org/entity/Q4500590,Semyon Khokhryakov,Communist Party of the Soviet Union,,,,major,1942-01-01T00:00:00Z,0.0,,lieutenant colonel,captain
http://www.wikidata.org/entity/Q21663999,Nikolay Dedayev,Communist Party of the Soviet Union,,,,major general,1940-06-04T00:00:00Z,0.0,,lieutenant general,brigadier general
http://www.wikidata.org/entity/Q4369472,Pyotr Pokryshev,Communist Party of the Soviet Union,,,,Air Force major general,1955-01-01T00:00:00Z,0.0,,,
http://www.wikidata.org/entity/Q4424568,Aleksey Semyonovich Smirnov,Communist Party of the Soviet Union,,,,colonel,1952-01-01T00:00:00Z,0.0,,brigadier,lieutenant colonel
